Metro,Dimension Type,Month,Dimension,Measure,Value,YoY
Los Angeles,Job Title,2020-01,Human Resources Manager,Median Base Pay,"$ 91,446",3.2%
Los Angeles,Job Title,2020-01,Insurance Agent,Median Base Pay,"$ 49,455",4.4%
Los Angeles,Job Title,2020-01,IT Manager,Median Base Pay,"$ 111,621",4.5%
Los Angeles,Job Title,2020-01,Java Developer,Median Base Pay,"$ 92,632",1.8%
Los Angeles,Job Title,2020-01,Licensed Practical Nurse,Median Base Pay,"$ 53,760",2.0%
Los Angeles,Job Title,2020-01,Loan Officer,Median Base Pay,"$ 56,827",15.1%
Los Angeles,Job Title,2020-01,Machine Operator,Median Base Pay,"$ 42,235",5.4%
Los Angeles,Job Title,2020-01,Maintenance Technician,Median Base Pay,"$ 50,110",5.0%
Los Angeles,Job Title,2020-01,Maintenance Worker,Median Base Pay,"$ 45,831",3.4%
Los Angeles,Job Title,2020-01,Manufacturing Engineer,Median Base Pay,"$ 84,390",2.9%
Los Angeles,Job Title,2020-01,Marketing Manager,Median Base Pay,"$ 87,656",1.9%
Los Angeles,Job Title,2020-01,Material Handler,Median Base Pay,"$ 40,093",3.7%
Los Angeles,Job Title,2020-01,Mechanical Engineer,Median Base Pay,"$ 86,350",1.9%
Los Angeles,Job Title,2020-01,Medical Assistant,Median Base Pay,"$ 38,364",3.9%
Los Angeles,Job Title,2020-01,Medical Technologist,Median Base Pay,"$ 65,789",3.4%
Los Angeles,Job Title,2020-01,Office Manager,Median Base Pay,"$ 60,910",3.5%
Los Angeles,Job Title,2020-01,Operations Analyst,Median Base Pay,"$ 66,686",3.0%
Los Angeles,Job Title,2020-01,Operations Manager,Median Base Pay,"$ 81,519",3.2%
Los Angeles,Job Title,2020-01,Paralegal,Median Base Pay,"$ 67,826",4.3%
Los Angeles,Job Title,2020-01,Pharmacist,Median Base Pay,"$ 140,624",3.2%
Los Angeles,Job Title,2020-01,Pharmacy Technician,Median Base Pay,"$ 40,308",5.1%
Los Angeles,Job Title,2020-01,Physical Therapist,Median Base Pay,"$ 95,211",1.8%
Los Angeles,Job Title,2020-01,Process Engineer,Median Base Pay,"$ 87,537",2.7%
Los Angeles,Job Title,2020-01,Producer,Median Base Pay,"$ 84,518",6.0%
Los Angeles,Job Title,2020-01,Product Manager,Median Base Pay,"$ 111,401",2.3%
Los Angeles,Job Title,2020-01,Production Manager,Median Base Pay,"$ 84,611",3.5%
Los Angeles,Job Title,2020-01,Professor,Median Base Pay,"$ 113,729",4.0%
Los Angeles,Job Title,2020-01,Program Manager,Median Base Pay,"$ 93,731",1.5%
Los Angeles,Job Title,2020-01,Programmer Analyst,Median Base Pay,"$ 84,613",3.9%
Los Angeles,Job Title,2020-01,Project Manager,Median Base Pay,"$ 88,676",2.1%
Los Angeles,Job Title,2020-01,Property Manager,Median Base Pay,"$ 67,944",4.4%
Los Angeles,Job Title,2020-01,Quality Engineer,Median Base Pay,"$ 83,399",0.4%
Los Angeles,Job Title,2020-01,Recruiter,Median Base Pay,"$ 65,213",5.8%
Los Angeles,Job Title,2020-01,Registered Nurse,Median Base Pay,"$ 94,405",3.3%
Los Angeles,Job Title,2020-01,Research Assistant,Median Base Pay,"$ 35,042",4.0%
Los Angeles,Job Title,2020-01,Restaurant Cook,Median Base Pay,"$ 34,773",3.6%
Los Angeles,Job Title,2020-01,Restaurant Manager,Median Base Pay,"$ 61,438",4.0%
Los Angeles,Job Title,2020-01,Retail Key Holder,Median Base Pay,"$ 36,450",5.1%
Los Angeles,Job Title,2020-01,Sales Manager,Median Base Pay,"$ 79,333",4.4%
Los Angeles,Job Title,2020-01,Sales Representative,Median Base Pay,"$ 60,215",7.2%
Los Angeles,Job Title,2020-01,Security Officer,Median Base Pay,"$ 42,391",6.8%
Los Angeles,Job Title,2020-01,Server,Median Base Pay,"$ 36,575",3.8%
Los Angeles,Job Title,2020-01,Software Engineer,Median Base Pay,"$ 104,266",3.9%
Los Angeles,Job Title,2020-01,Solutions Architect,Median Base Pay,"$ 125,341",1.8%
Los Angeles,Job Title,2020-01,Store Manager,Median Base Pay,"$ 64,002",4.1%
Los Angeles,Job Title,2020-01,Systems Engineer,Median Base Pay,"$ 94,414",1.8%
Los Angeles,Job Title,2020-01,Tax Manager,Median Base Pay,"$ 115,208",2.5%
Los Angeles,Job Title,2020-01,Teacher,Median Base Pay,"$ 65,755",4.9%
Los Angeles,Job Title,2020-01,Technical Editor,Median Base Pay,"$ 61,937",3.5%
Los Angeles,Job Title,2020-01,Technical Support,Median Base Pay,"$ 56,896",2.9%
Los Angeles,Job Title,2020-01,Technician,Median Base Pay,"$ 56,197",5.2%
Los Angeles,Job Title,2020-01,Truck Driver,Median Base Pay,"$ 60,377",2.2%
Los Angeles,Job Title,2020-01,UX Designer,Median Base Pay,"$ 95,121",6.0%
Los Angeles,Job Title,2020-01,Warehouse Associate,Median Base Pay,"$ 45,682",2.7%
Los Angeles,Job Title,2020-01,Web Designer,Median Base Pay,"$ 67,351",2.9%
Los Angeles,Job Title,2020-01,Web Developer,Median Base Pay,"$ 84,188",4.7%
Philadelphia,Job Title,2020-01,Accountant,Median Base Pay,"$ 60,809",2.0%
Philadelphia,Job Title,2020-01,Administrative Assistant,Median Base Pay,"$ 45,962",3.3%
Philadelphia,Job Title,2020-01,Attorney,Median Base Pay,"$ 110,321",1.0%
Philadelphia,Job Title,2020-01,Bank Teller,Median Base Pay,"$ 32,893",-0.4%
Philadelphia,Job Title,2020-01,Barista,Median Base Pay,"$ 23,195",3.2%
Philadelphia,Job Title,2020-01,Bartender,Median Base Pay,"$ 38,096",-1.5%
Philadelphia,Job Title,2020-01,Business Analyst,Median Base Pay,"$ 70,768",1.5%
Philadelphia,Job Title,2020-01,Business Development Manager,Median Base Pay,"$ 75,539",3.6%
Philadelphia,Job Title,2020-01,Buyer,Median Base Pay,"$ 61,517",1.9%
Philadelphia,Job Title,2020-01,Cashier,Median Base Pay,"$ 28,015",2.2%
Philadelphia,Job Title,2020-01,Certified Nursing Assistant,Median Base Pay,"$ 32,423",2.4%
Philadelphia,Job Title,2020-01,Civil Engineer,Median Base Pay,"$ 75,006",1.9%
Philadelphia,Job Title,2020-01,Claims Adjuster,Median Base Pay,"$ 55,176",2.1%
Philadelphia,Job Title,2020-01,Communications Manager,Median Base Pay,"$ 76,933",1.3%
Philadelphia,Job Title,2020-01,Construction Laborer,Median Base Pay,"$ 45,177",2.2%
Philadelphia,Job Title,2020-01,Consultant,Median Base Pay,"$ 82,695",1.0%
Philadelphia,Job Title,2020-01,Customer Service Manager,Median Base Pay,"$ 58,060",0.7%
Philadelphia,Job Title,2020-01,Customer Service Representative,Median Base Pay,"$ 42,242",3.5%
Philadelphia,Job Title,2020-01,Data Analyst,Median Base Pay,"$ 66,945",2.6%
Philadelphia,Job Title,2020-01,Data Scientist,Median Base Pay,"$ 104,963",1.0%
Philadelphia,Job Title,2020-01,Delivery Driver,Median Base Pay,"$ 43,262",0.7%
Philadelphia,Job Title,2020-01,Design Engineer,Median Base Pay,"$ 76,388",3.3%
Philadelphia,Job Title,2020-01,Electrical Engineer,Median Base Pay,"$ 82,932",0.8%
Philadelphia,Job Title,2020-01,Emergency Medical Technician,Median Base Pay,"$ 39,468",3.6%
Philadelphia,Job Title,2020-01,Field Engineer,Median Base Pay,"$ 70,014",0.1%
Philadelphia,Job Title,2020-01,Financial Advisor,Median Base Pay,"$ 64,476",4.0%
Philadelphia,Job Title,2020-01,Financial Analyst,Median Base Pay,"$ 65,869",1.3%
Philadelphia,Job Title,2020-01,Graphic Designer,Median Base Pay,"$ 51,174",1.1%
Philadelphia,Job Title,2020-01,Human Resources Manager,Median Base Pay,"$ 81,699",1.6%
Philadelphia,Job Title,2020-01,Insurance Agent,Median Base Pay,"$ 44,734",2.8%
Philadelphia,Job Title,2020-01,IT Manager,Median Base Pay,"$ 100,616",2.9%
Philadelphia,Job Title,2020-01,Java Developer,Median Base Pay,"$ 85,330",0.3%
Philadelphia,Job Title,2020-01,Licensed Practical Nurse,Median Base Pay,"$ 55,053",0.4%
Philadelphia,Job Title,2020-01,Loan Officer,Median Base Pay,"$ 50,278",13.3%
Philadelphia,Job Title,2020-01,Machine Operator,Median Base Pay,"$ 44,967",3.8%
Philadelphia,Job Title,2020-01,Maintenance Technician,Median Base Pay,"$ 48,825",3.4%
Philadelphia,Job Title,2020-01,Maintenance Worker,Median Base Pay,"$ 39,696",1.8%
Philadelphia,Job Title,2020-01,Manufacturing Engineer,Median Base Pay,"$ 77,516",1.4%
Philadelphia,Job Title,2020-01,Marketing Manager,Median Base Pay,"$ 78,557",0.3%
Philadelphia,Job Title,2020-01,Material Handler,Median Base Pay,"$ 38,817",2.2%
Philadelphia,Job Title,2020-01,Mechanical Engineer,Median Base Pay,"$ 78,579",0.4%
Philadelphia,Job Title,2020-01,Medical Assistant,Median Base Pay,"$ 36,088",2.4%
Philadelphia,Job Title,2020-01,Medical Technologist,Median Base Pay,"$ 61,625",1.8%
Philadelphia,Job Title,2020-01,Office Manager,Median Base Pay,"$ 54,255",1.9%
Philadelphia,Job Title,2020-01,Operations Analyst,Median Base Pay,"$ 62,176",1.4%
Philadelphia,Job Title,2020-01,Operations Manager,Median Base Pay,"$ 75,552",1.7%
Philadelphia,Job Title,2020-01,Paralegal,Median Base Pay,"$ 55,090",2.7%
Philadelphia,Job Title,2020-01,Pharmacist,Median Base Pay,"$ 121,813",1.6%
Philadelphia,Job Title,2020-01,Pharmacy Technician,Median Base Pay,"$ 31,754",3.5%
Philadelphia,Job Title,2020-01,Physical Therapist,Median Base Pay,"$ 79,105",0.3%
Philadelphia,Job Title,2020-01,Process Engineer,Median Base Pay,"$ 83,571",1.1%
Philadelphia,Job Title,2020-01,Producer,Median Base Pay,"$ 62,145",4.3%
Philadelphia,Job Title,2020-01,Product Manager,Median Base Pay,"$ 99,519",0.7%
Philadelphia,Job Title,2020-01,Production Manager,Median Base Pay,"$ 70,546",2.0%
Philadelphia,Job Title,2020-01,Professor,Median Base Pay,"$ 101,236",2.4%
Philadelphia,Job Title,2020-01,Program Manager,Median Base Pay,"$ 81,423",-0.0%
Philadelphia,Job Title,2020-01,Programmer Analyst,Median Base Pay,"$ 76,320",2.4%
Philadelphia,Job Title,2020-01,Project Manager,Median Base Pay,"$ 79,914",0.5%
Philadelphia,Job Title,2020-01,Property Manager,Median Base Pay,"$ 63,108",2.9%
Philadelphia,Job Title,2020-01,Quality Engineer,Median Base Pay,"$ 76,654",-1.1%
Philadelphia,Job Title,2020-01,Recruiter,Median Base Pay,"$ 55,363",4.2%
Philadelphia,Job Title,2020-01,Registered Nurse,Median Base Pay,"$ 75,920",1.7%
Philadelphia,Job Title,2020-01,Research Assistant,Median Base Pay,"$ 32,457",2.4%
Philadelphia,Job Title,2020-01,Restaurant Cook,Median Base Pay,"$ 31,287",2.0%
Philadelphia,Job Title,2020-01,Restaurant Manager,Median Base Pay,"$ 53,813",2.4%
Philadelphia,Job Title,2020-01,Retail Key Holder,Median Base Pay,"$ 31,541",3.5%
Philadelphia,Job Title,2020-01,Sales Manager,Median Base Pay,"$ 72,244",2.8%
Philadelphia,Job Title,2020-01,Sales Representative,Median Base Pay,"$ 55,497",5.6%
Philadelphia,Job Title,2020-01,Security Officer,Median Base Pay,"$ 37,978",5.2%
Philadelphia,Job Title,2020-01,Server,Median Base Pay,"$ 36,992",2.2%
Philadelphia,Job Title,2020-01,Software Engineer,Median Base Pay,"$ 89,409",2.3%
Philadelphia,Job Title,2020-01,Solutions Architect,Median Base Pay,"$ 116,650",0.2%
Philadelphia,Job Title,2020-01,Store Manager,Median Base Pay,"$ 55,862",2.5%
Philadelphia,Job Title,2020-01,Systems Engineer,Median Base Pay,"$ 82,203",0.2%
Philadelphia,Job Title,2020-01,Tax Manager,Median Base Pay,"$ 103,392",1.0%
Philadelphia,Job Title,2020-01,Teacher,Median Base Pay,"$ 54,647",3.3%
Philadelphia,Job Title,2020-01,Technical Editor,Median Base Pay,"$ 55,617",2.0%
Philadelphia,Job Title,2020-01,Technical Support,Median Base Pay,"$ 51,522",1.3%
Philadelphia,Job Title,2020-01,Technician,Median Base Pay,"$ 51,239",3.6%
Philadelphia,Job Title,2020-01,Truck Driver,Median Base Pay,"$ 61,064",0.7%
Philadelphia,Job Title,2020-01,UX Designer,Median Base Pay,"$ 79,022",4.4%
Philadelphia,Job Title,2020-01,Warehouse Associate,Median Base Pay,"$ 43,850",1.1%
Philadelphia,Job Title,2020-01,Web Designer,Median Base Pay,"$ 58,990",1.3%
Philadelphia,Job Title,2020-01,Web Developer,Median Base Pay,"$ 74,713",3.1%
Houston,Job Title,2020-01,Accountant,Median Base Pay,"$ 62,286",3.3%
Houston,Job Title,2020-01,Administrative Assistant,Median Base Pay,"$ 45,905",4.6%
Houston,Job Title,2020-01,Attorney,Median Base Pay,"$ 124,515",2.3%
Houston,Job Title,2020-01,Bank Teller,Median Base Pay,"$ 31,399",0.9%
Houston,Job Title,2020-01,Barista,Median Base Pay,"$ 22,473",4.5%
Houston,Job Title,2020-01,Bartender,Median Base Pay,"$ 39,738",-0.2%
Houston,Job Title,2020-01,Business Analyst,Median Base Pay,"$ 73,541",2.8%
Houston,Job Title,2020-01,Business Development Manager,Median Base Pay,"$ 82,959",5.0%
Houston,Job Title,2020-01,Buyer,Median Base Pay,"$ 62,188",3.3%
Houston,Job Title,2020-01,Cashier,Median Base Pay,"$ 27,777",3.6%
Houston,Job Title,2020-01,Certified Nursing Assistant,Median Base Pay,"$ 28,614",3.7%
Houston,Job Title,2020-01,Civil Engineer,Median Base Pay,"$ 78,726",3.2%
Houston,Job Title,2020-01,Claims Adjuster,Median Base Pay,"$ 53,360",3.5%
Houston,Job Title,2020-01,Communications Manager,Median Base Pay,"$ 77,270",2.7%
Houston,Job Title,2020-01,Construction Laborer,Median Base Pay,"$ 40,399",3.5%
Houston,Job Title,2020-01,Consultant,Median Base Pay,"$ 84,351",2.3%
Houston,Job Title,2020-01,Customer Service Manager,Median Base Pay,"$ 56,838",2.0%
Houston,Job Title,2020-01,Customer Service Representative,Median Base Pay,"$ 39,658",4.8%
Houston,Job Title,2020-01,Data Analyst,Median Base Pay,"$ 68,262",3.9%
Houston,Job Title,2020-01,Data Scientist,Median Base Pay,"$ 113,331",2.3%
Houston,Job Title,2020-01,Delivery Driver,Median Base Pay,"$ 39,520",2.0%
Houston,Job Title,2020-01,Design Engineer,Median Base Pay,"$ 84,675",4.7%
Houston,Job Title,2020-01,Electrical Engineer,Median Base Pay,"$ 86,376",2.1%
Houston,Job Title,2020-01,Emergency Medical Technician,Median Base Pay,"$ 39,143",5.0%
Houston,Job Title,2020-01,Field Engineer,Median Base Pay,"$ 72,823",1.4%
Houston,Job Title,2020-01,Financial Advisor,Median Base Pay,"$ 55,843",5.3%
Houston,Job Title,2020-01,Financial Analyst,Median Base Pay,"$ 71,131",2.7%
Houston,Job Title,2020-01,Graphic Designer,Median Base Pay,"$ 49,500",2.4%
Houston,Job Title,2020-01,Human Resources Manager,Median Base Pay,"$ 86,452",2.9%
Houston,Job Title,2020-01,Insurance Agent,Median Base Pay,"$ 40,350",4.2%
Houston,Job Title,2020-01,IT Manager,Median Base Pay,"$ 101,059",4.2%
Houston,Job Title,2020-01,Java Developer,Median Base Pay,"$ 88,844",1.5%
Houston,Job Title,2020-01,Licensed Practical Nurse,Median Base Pay,"$ 48,227",1.7%
Houston,Job Title,2020-01,Loan Officer,Median Base Pay,"$ 51,262",14.8%
Houston,Job Title,2020-01,Machine Operator,Median Base Pay,"$ 41,397",5.2%
Houston,Job Title,2020-01,Maintenance Technician,Median Base Pay,"$ 46,156",4.7%
Houston,Job Title,2020-01,Maintenance Worker,Median Base Pay,"$ 40,494",3.1%
Houston,Job Title,2020-01,Manufacturing Engineer,Median Base Pay,"$ 79,558",2.7%
Houston,Job Title,2020-01,Marketing Manager,Median Base Pay,"$ 75,261",1.6%
Houston,Job Title,2020-01,Material Handler,Median Base Pay,"$ 37,814",3.5%
Houston,Job Title,2020-01,Mechanical Engineer,Median Base Pay,"$ 84,053",1.6%
Houston,Job Title,2020-01,Medical Assistant,Median Base Pay,"$ 35,916",3.7%
Houston,Job Title,2020-01,Medical Technologist,Median Base Pay,"$ 57,906",3.1%
Houston,Job Title,2020-01,Office Manager,Median Base Pay,"$ 53,309",3.2%
Houston,Job Title,2020-01,Operations Analyst,Median Base Pay,"$ 66,623",2.7%
Houston,Job Title,2020-01,Operations Manager,Median Base Pay,"$ 74,986",3.0%
Houston,Job Title,2020-01,Paralegal,Median Base Pay,"$ 58,182",4.0%
Houston,Job Title,2020-01,Pharmacist,Median Base Pay,"$ 117,901",3.0%
Houston,Job Title,2020-01,Pharmacy Technician,Median Base Pay,"$ 35,181",4.8%
Houston,Job Title,2020-01,Physical Therapist,Median Base Pay,"$ 80,167",1.6%
Houston,Job Title,2020-01,Process Engineer,Median Base Pay,"$ 93,518",2.4%
Houston,Job Title,2020-01,Producer,Median Base Pay,"$ 60,010",5.7%
Houston,Job Title,2020-01,Product Manager,Median Base Pay,"$ 103,666",2.0%
Houston,Job Title,2020-01,Production Manager,Median Base Pay,"$ 73,673",3.3%
Houston,Job Title,2020-01,Professor,Median Base Pay,"$ 105,588",3.8%
Houston,Job Title,2020-01,Program Manager,Median Base Pay,"$ 80,477",1.3%
Houston,Job Title,2020-01,Programmer Analyst,Median Base Pay,"$ 74,862",3.7%
Houston,Job Title,2020-01,Project Manager,Median Base Pay,"$ 86,699",1.8%
Houston,Job Title,2020-01,Property Manager,Median Base Pay,"$ 59,673",4.2%
Houston,Job Title,2020-01,Quality Engineer,Median Base Pay,"$ 76,323",0.1%
Houston,Job Title,2020-01,Recruiter,Median Base Pay,"$ 56,084",5.5%
Houston,Job Title,2020-01,Registered Nurse,Median Base Pay,"$ 74,330",3.1%
Houston,Job Title,2020-01,Research Assistant,Median Base Pay,"$ 31,792",3.7%
Houston,Job Title,2020-01,Restaurant Cook,Median Base Pay,"$ 27,783",3.3%
Houston,Job Title,2020-01,Restaurant Manager,Median Base Pay,"$ 54,341",3.7%
Houston,Job Title,2020-01,Retail Key Holder,Median Base Pay,"$ 30,635",4.8%
Houston,Job Title,2020-01,Sales Manager,Median Base Pay,"$ 71,949",4.1%
Houston,Job Title,2020-01,Sales Representative,Median Base Pay,"$ 53,641",7.0%
Houston,Job Title,2020-01,Security Officer,Median Base Pay,"$ 37,483",6.6%
Houston,Job Title,2020-01,Server,Median Base Pay,"$ 31,847",3.5%
Houston,Job Title,2020-01,Software Engineer,Median Base Pay,"$ 88,509",3.7%
Houston,Job Title,2020-01,Solutions Architect,Median Base Pay,"$ 110,303",1.5%
Houston,Job Title,2020-01,Store Manager,Median Base Pay,"$ 53,735",3.9%
Houston,Job Title,2020-01,Systems Engineer,Median Base Pay,"$ 78,335",1.5%
Houston,Job Title,2020-01,Tax Manager,Median Base Pay,"$ 105,181",2.3%
Houston,Job Title,2020-01,Teacher,Median Base Pay,"$ 55,299",4.6%
Houston,Job Title,2020-01,Technical Editor,Median Base Pay,"$ 55,589",3.3%
Houston,Job Title,2020-01,Technical Support,Median Base Pay,"$ 49,841",2.6%
Houston,Job Title,2020-01,Technician,Median Base Pay,"$ 51,298",4.9%
Houston,Job Title,2020-01,Truck Driver,Median Base Pay,"$ 57,416",2.0%
Houston,Job Title,2020-01,UX Designer,Median Base Pay,"$ 80,408",5.8%
Houston,Job Title,2020-01,Warehouse Associate,Median Base Pay,"$ 42,358",2.4%
Houston,Job Title,2020-01,Web Designer,Median Base Pay,"$ 60,803",2.6%
Houston,Job Title,2020-01,Web Developer,Median Base Pay,"$ 73,250",4.4%
Seattle,Job Title,2020-01,Accountant,Median Base Pay,"$ 65,811",2.7%
Seattle,Job Title,2020-01,Administrative Assistant,Median Base Pay,"$ 52,569",3.9%
Seattle,Job Title,2020-01,Attorney,Median Base Pay,"$ 121,407",1.6%
Seattle,Job Title,2020-01,Bank Teller,Median Base Pay,"$ 35,667",0.2%
Seattle,Job Title,2020-01,Barista,Median Base Pay,"$ 30,152",3.9%
Seattle,Job Title,2020-01,Bartender,Median Base Pay,"$ 41,691",-0.8%
Seattle,Job Title,2020-01,Business Analyst,Median Base Pay,"$ 80,981",2.2%
Seattle,Job Title,2020-01,Business Development Manager,Median Base Pay,"$ 89,994",4.3%
Seattle,Job Title,2020-01,Buyer,Median Base Pay,"$ 70,350",2.6%
Seattle,Job Title,2020-01,Cashier,Median Base Pay,"$ 36,322",2.9%
Seattle,Job Title,2020-01,Certified Nursing Assistant,Median Base Pay,"$ 37,598",3.1%
Seattle,Job Title,2020-01,Civil Engineer,Median Base Pay,"$ 81,686",2.5%
Seattle,Job Title,2020-01,Claims Adjuster,Median Base Pay,"$ 56,428",2.8%
Seattle,Job Title,2020-01,Communications Manager,Median Base Pay,"$ 87,841",2.0%
Seattle,Job Title,2020-01,Construction Laborer,Median Base Pay,"$ 54,255",2.8%
Seattle,Job Title,2020-01,Consultant,Median Base Pay,"$ 91,791",1.7%
Seattle,Job Title,2020-01,Customer Service Manager,Median Base Pay,"$ 64,250",1.3%
Seattle,Job Title,2020-01,Customer Service Representative,Median Base Pay,"$ 46,741",4.2%
Seattle,Job Title,2020-01,Data Analyst,Median Base Pay,"$ 75,197",3.2%
Seattle,Job Title,2020-01,Data Scientist,Median Base Pay,"$ 129,929",1.6%
Seattle,Job Title,2020-01,Delivery Driver,Median Base Pay,"$ 49,217",1.4%
Seattle,Job Title,2020-01,Design Engineer,Median Base Pay,"$ 88,079",4.0%
Seattle,Job Title,2020-01,Electrical Engineer,Median Base Pay,"$ 93,611",1.5%
Seattle,Job Title,2020-01,Emergency Medical Technician,Median Base Pay,"$ 43,112",4.3%
Seattle,Job Title,2020-01,Field Engineer,Median Base Pay,"$ 77,475",0.8%
Seattle,Job Title,2020-01,Financial Advisor,Median Base Pay,"$ 61,289",4.6%
